11207157	yor	Ìwọ ta ni?
11207158	yor	Ó fẹ́ lọ.
11207159	yor	Ó wá láti Èkó.
11207161	yor	Kí ló dé?
11207162	yor	Amẹ́ríkà ni wá.
11207164	yor	Ẹ káàárọ̀!
11207165	yor	Mo rà fìlà.
11207166	yor	Mo fẹ́ ṣòkòtò.
11207168	yor	Mo lọ s'ọ́jà.
11207169	yor	Ó jẹun.
11207171	yor	A lọ s'ọ́jà.
11207172	yor	Ọmọ Èkó ni mí.
11864625	yor	Ó dáhùn ìbéèré náà.
11982199	yor	Ta l'ó ńmu ọtí bíà?
11984165	yor	Ó jẹ́ ọmọ ilẹ̀ Potogí.
11984166	yor	Ta nìyí?
11984167	yor	Níbo lò ńlọ?
11984170	yor	Mo mu tíì.
11984171	yor	A dúpẹ́.
11984172	yor	Ó wá nìbẹ́.
11984173	yor	Wọ́n wá lọ̀já.
11984174	yor	Mo kàwé náà.
11984175	yor	Mo ń kàwé náà.
11984176	yor	Mo ń kàwé.
11984178	yor	Ó lọ sọ́jà.
11984181	yor	N kò lọ síléèwé lánà.
11984182	yor	N kò fẹ́ lọ síléèwé.
11984183	yor	Ṣ'o fẹ́ jẹun adìẹ?
11984188	yor	Mo ràwé náà.
11984192	yor	A fẹ́ ìwé márùn.
11984193	yor	Ẹyẹ mi ńkọrin.
11984195	yor	Mo lọ sódò.
11984196	yor	Mo lọ síléèwé.
11984198	yor	Lọ́jọ́ jímọ̀ ni mo lọ síléèwé.
11984199	yor	Mo lọ sí mọ́ṣálásí lọ́jọ́ jímọ̀.
11984202	yor	Lọ́jọ́ jímọ̀ la lọ sí mọ́ṣálásí.
11984204	yor	Ṣ'o tàwé náà?
11984209	yor	Àpótí ni.
11984215	yor	Mo wá síléèwé wọkọ̀ kẹ̀kẹ́.
11984218	yor	Mo ń kọ́ èdè Yorùbá.
11984222	yor	Mo ńṣe iṣẹ́ àṣetiléwá mi.
11984225	yor	Ṣ'ẹ́ tọ̀bẹ náà?
11984227	yor	Mo fẹ́ ràwé.
11984234	yor	Mo gbàwé kan.
11984244	yor	Orí ńfọ́ mi.
11984248	yor	Orí ńfọ́.
11984250	yor	Orí ńfọ́ wa.
11984417	yor	Ó lọ lánà.
11984421	yor	Kẹ̀kẹ́ mi ni.
11984426	yor	Mo wá níbí.
11984435	yor	Ọ̀rẹ́ rẹ̀ ni mi.
11984437	yor	Kọ̀ǹpútà mi ni.
11984442	yor	N kò rí ẹ.
11984454	yor	N kò gbọ́ èdè Gẹ̀ẹ́sì.
11984456	yor	Mo lọ sílé ìtajà oúnjẹ.
11984457	yor	Ó fẹ́ kẹ̀kẹ́.
11984459	yor	N kò mọ̀ èdè Yorùbá.
11984680	yor	Wọn kò dára púpọ̀.
11984681	yor	N kò fẹ́ ọ̀gẹ̀dẹ̀.
11984682	yor	Mo ń lọ Àpápá.
11984683	yor	A ragbọ̀n yìí.
11984684	yor	Mo ní ẹja méjì.
11984687	yor	A ní ọmọ mẹ́sàn.
11984688	yor	Ọmọ wa ni.
11984689	yor	Mo ní ọmọ mẹ́ta.
11984690	yor	Gbọ́njú mọ̀ wá púpọ̀.
11984695	yor	Ilé wà dáadáa.
11984710	yor	Ṣé mo ní láti lọ síbẹ̀?
