10804297	hau	Kwamfuta ta, ta zama mai amfani ga wani abu.
10804298	hau	Kana son ka bani bayani akan yanci?
10804301	hau	Yana da matukar wahala ka kware Faransanci a cikin shekaru 2 ko 3.
10804302	hau	Inason nayi kwana ɗaya anan.
10804303	hau	Shi ɗan gayu ne.
10804304	hau	Kar ka ma yi tunanin cin chocolate nawa!
10804305	hau	Kaine wanda nafiso a rayuwa ta.
10804306	hau	Tana da kwazo sosai, ko ba haka ba?
10804307	hau	Na fara koyon yaren China satin da ya wuce.
10804310	hau	Na rasa tunani na.
10804311	hau	Yana da wahala samun kyakkyawan tunani.
10804312	hau	Na so fara kallon hoton kafin karanta saƙon.
10804313	hau	Bana son in ƙara jin gunagunin ka.
10804314	hau	A ina ne dakin wanka?
10804316	hau	Amsar ta jefa mu cikin mugun yanayi.
10804317	hau	Yanka, wanke sai a bushar, dan Allah.
10804318	hau	Zamu ci abinci da yawa daddadare nan saboda haka ina fatan ba kiya kan wani tsarin cin abinci.
10804336	hau	Ba duka ne kuka yi ba dai-dai ba.
10804468	hau	Dukkanin abida ta ke jira bai huce samun amsar sa ba.
10804469	hau	Ka na cin biredi a matsayin abincin rana?
10804470	hau	Kai dalibi ne na kwarai.
10804473	hau	Kamar kai mutum ne mai gaskiya.
10804474	hau	Kana iya tuka mota, ko ba haka ba?
10804475	hau	Abun da zaka iya yi kawai shine iya ƙoƙarin ka.
10804477	hau	Ya kamata ku kunna rahoton ranar Litinin.
10804480	hau	Dole ne ku shiga cikin shirinku.
10804481	hau	Kuna buƙatar hutu.
10804482	hau	Me kake da niyar yi?
10804485	hau	Kai ba banza ba ne.
10804486	hau	Har yanzu shekarunka bai kai na karɓar lasisin tuƙi ba.
10804487	hau	Abinda yakamata kayi shine ka kara himma.
10804488	hau	Lokacin da za ka tafi makarata ya yi.
10804489	hau	Meyasa ka yi ƙoƙarin gudu?
10804490	hau	Ba za ki iya samun jirgin ƙasan ba.
10804491	hau	Ya kamata ki zauna a gida kan ki fita a irin wannan ranar.
10804492	hau	Kuna iya iyo a cikin kogin?
10804493	hau	Kawai zama zaka yi anan.
10804494	hau	Daga ina ka ke a Canada?
10804497	hau	Ko da yaushe kuna son ku taka ni, ko ba haka ba?
10804500	hau	Wani lokaci ka ke yawan kwanta bacci?
10804501	hau	Ka taho tare da ɗan'uwanka.
10804502	hau	Yaushe ne ranar haifuwar ka?
10804503	hau	Bazan iya karbar kyautar ka ba.
10804505	hau	Ban yi nufin cutar da kai ba.
10804506	hau	Kuɗin da kake samu ya ninka nawa sau uku.
10804507	hau	Na karɓi saƙon wasiƙarki jiya.
10804508	hau	Halin ka yana da ban mamaki.
10804509	hau	Abun da ka ce shima gaskiya ne ga wannan abun da ya faru.
10804510	hau	Ina tsoron shirinku ba zai yi aiki ba.
10804511	hau	Takalminka suna nan.
10804512	hau	Ina makarantarka take?
10804513	hau	Na dogara ne da taimakon ku.
10804514	hau	Na san maman ka kyakkyawa ce a lokacin da take yarinya.
10804515	hau	Rigarka zata bushe ba da jimawa ba.
10804516	hau	Dole ne in nemi afuwarka saboda na zo a makare.
10804517	hau	Ba wani abu da ya ke damunka.
10804518	hau	Ina fatan kana da ilimin gano banbancin.
10804519	hau	Duk abun da zaka yi kawai shine koyan wannan jimlar a zuciya.
10804520	hau	Ban amince fitar ki tare da shi ba.
10804521	hau	Zan yi ko kun amince ko ba ku amince ba.
10804522	hau	Ba dole ka tafi ba idan baka jin zuwa.
10804523	hau	Ba zan yarda a wulakanta ku ba.
10804524	hau	Mene ne wancan abin a hannun damanka?
10804525	hau	Za mu yi kewarki lokacin da ba kya nan.
10804526	hau	Ina matuƙar kewarka.
10804527	hau	Zamu ji kewan ka sosai.
10804528	hau	Ka cire safarka mana.
10804529	hau	Dan Allah saka takalmar ka.
10804530	hau	Ina takalman?
10804531	hau	Hadarin ya fara watsewa.
10804532	hau	Za a yi rawa ranan Jumuah.
10804533	hau	Kudi sune matakan nasara.
10804534	hau	Da ni mai kuɗi ne, da na yi hakan. Ba zan iya komai ba, kamar yadda ya ke.
10804535	hau	Fasahar zamani tana bamu sabbin abubuwa da yawa.
10804536	hau	Akwai wasu yan iskar matasa a cikin angwan mu.
10804537	hau	Ban ji daga gareta ba a kwanakin nan.
10804538	hau	Farashin kuɗi ya yi yawa a kwanakin nan.
10804541	hau	Waɗanne waƙoƙi ne ke tashe a halin yanzu?
10804542	hau	Da fatan za a shiga lokacin da kuka kasance a cikin unguwa.
10804543	hau	Shin za a yi girgizar ƙasa a nan gaba?
10804544	hau	Nayi mamaki, yadda yake da murya mai daɗi.
10804545	hau	An bude gadar domini zirga-zirgar ababen hawa.
10804548	hau	Ƙararrawar cocin tana kaɗawa.
10804549	hau	Ilimi yana nufin wani abu fiye da zuwa makaranta kawai.
10804551	hau	Bayarwa tana da alaƙa da buƙata.
10804552	hau	Ina bukatar kifi.
10804555	hau	Shanu na rayuwa ne da ciyawa.
10804556	hau	Yi sauri, kuma zaka iya isowa makaranta da wuri.
10804557	hau	Za ku rasa jirgin kasan idan ba ku yi sauri ba.
10804560	hau	Sauraren wannan waƙa bayan lokaci mai tsaho ya tuna min da lokutan da suka gabata.
10804561	hau	Ta ji yadda aka karɓeta a matsayin baƙuwa.
10804562	hau	Tattaunawa ta ginu ne bisa girmama juna.
10804565	hau	A lokacin mayaka, su kan saka garkuwa domin kare kawunan su daga kaifin takobi.
10804569	hau	Muna iya cewa Japan suna fama da yinwa a lokacin yakin.
10804572	hau	Idan ingancin samfuran ku ya haɗu da yardar abokinmu, za mu sanya umarni na yau da kullun.
10804575	hau	A lokacin taron maneman labarai, Shugaban Kasan ya taba akan mu'amala na waje.
10804578	hau	Yayi karaji, kuma a hankali jirgin ruwan ya fara ficewa daga tashar jiragen ruwa.
10804581	hau	Kar ka damu!
10804582	hau	Ya kamata ka cigaba har sai ka gamsu.
10804583	hau	Na hadu da Naomi kan hanyar zuwa gida kuma mun yi hira.
10804586	hau	Dama bani da niyyar dawowa.
10804587	hau	Akwai littafi akan teburin.
10804588	hau	Bayan mun yi kokawa da yawa, mun sami damar dawo da naman alade gida tare da kafa sabuwar gwamnati.
10804591	hau	Da mamakin faɗa, siffar ya ɓace nan take.
10804592	hau	Akwai mamaki, a ce bai san labarin ba.
10804596	hau	Na shirya tafiya tare da ku.
10804597	hau	Ka gani! Wata babbar mota ke tahowa!
10804598	hau	Kuna kama kodadde. Zan kira likita?
10804599	hau	Billy yakan buga fuskarsa a kan taaga.
10804602	hau	Wanke fuskar ki.
10804603	hau	Idan har hakan zai zama damuwa, ka tsaya kai kaɗai.
10804606	hau	Dole ya gyara gilashin ka zuwa idanuwan ka.
10804607	hau	Nan gaba kaɗa za mu kammala shirin fatin.
10804608	hau	Bari mu sasanta al'amari ba tare da wani ba.
10804609	hau	Masu sauraro sun yi farin ciki don wasan.
10804612	hau	Ya bar kungiyar saboda bazai iya tafiya tare da manajan ba.
10804615	hau	Ta yi ihun jin daɗi har ta fita hayyacinta.
10804618	hau	Gaba ɗaya na cinye shi a muhawarar.
10804621	hau	Wannan mugun mutumin bai da abokanai.
10804622	hau	Kana da izininka don haɗa manhajar na'urar comfuter ɗinka akan yanayin da ka aiko mana da kwafin samfurin ƙarshe.
10804625	hau	Na'urar ta kammala dukkanin bill din.
10804626	hau	Tsohuwar bishiyar gamji na rangaji a cikin guguwa
10804629	hau	Goshi na yana za afi dan zazzaɓi.
10804632	hau	Muna cikin nishadi.
10804633	hau	Ina sha'awar waƙoƙin Turai sosai da nike makaranta.
10804634	hau	Kusan dukkan ɗaliban suna son Turanci.
10804635	hau	Daga makarantar na kammala.
10804638	hau	Wane irin wauta ne ya bar makaranta.
10804639	hau	Ka tuna ka tura wasikar kan hanyar ka ta zuwa makaranta.
10804642	hau	Kada ka manta da aikawa da wannan wasikar a hanyar ka ta zuwa makaranta.
10804643	hau	Wannan ne harbe-harben makaranta na uku da ya faru a wata shida.
10804646	hau	Bazan iya alkawarin komai ba, amma zan yi iya kokari na.
10804647	hau	Duk da ita matashiya ce kyakkyawa, amma ba ta da cikakkiyar lafiya.
10804650	hau	Idan kuka yi ihu daga saman dutse, zaku iya jin sautin muryarku.
10804653	hau	Ina son zuwa ƙasar waje.
10804654	hau	Shin kun ziyarci ƙasashen waje, kamar Amurka?
10804655	hau	Ba za ku iya fita ba.
10804656	hau	Aka haƙa wata farfajiya a kan dutsen kuma a hankali suka motsa gidan daga hanyar zuwa dutsen.
10804659	hau	Duk sun shiga!
10804662	hau	Daidai ne, kowa da kowa, kada mu tsaya kan bikin daren yau. Gaisuwa!
10804665	hau	Duk sun ɗauki halayyar kin haɗakar da ba ta kan ƙa'ida.
10804668	hau	'Yan fashin jirgin ruwan sun boye dukiyarsu a karkashin kasa.
10804671	hau	Ta hanyar tafiya karatu wasu kasashe, dalibai kan koyo wasu bakin halaye da dabi'u.
10804674	hau	Idan ka shiga kasan ruwa, riƙe hanci da hurawa don kauda kunnuwan ka.
10804677	hau	Ruwan tekun ya fara tashi saboda haka dole muka hakura da kama kifi.
10804678	hau	A can tafi sanduna ruwan bula goma sha biyu.
10804681	hau	Daga jin karan sawun kafan dodon, sun fara gudu ta ko ina.
10804684	hau	Muna iya jin nishin mutumin da ya ji rauni.
10804687	hau	Magancewa da ya ci tura ya bi hanya gwaji da kuskure kafin akan sasanta.
10804690	hau	Matsayinsa na kamfani shi ne mataimaki ga shugaban kasa.
10804693	hau	Cikina ya fara ƙugi a wajen taron. Abin kunya ne.
10804696	hau	Taron ya kusan karewa, yallabai.
10804697	hau	Za'ayi taron ne a yammacin 15 ga Yuli (Talata), duk ranar 16 ga Yuli (Laraba), da kuma safiyar 17 ga Yuli (Alhamis).
10804700	hau	Zai taimaka mana idan kuna kiyaye otal mai zuwa yayin taron mu.
10804703	hau	Yaya kuka ji daɗin bikin?
10804704	hau	Mai zanen ya zana yadda kyawun budurwar yake.
10804707	hau	Kamfaninmu yana tallace-tallace na shekara-shekara na yen dubu miliyan.
10804710	hau	Mun zo tare domin samar dea wata ƙungiya.
10804711	hau	Mun rabu sannan kowa ya kama gabansa.
10804712	hau	Mun jira shi har zuwa ƙarfe biyu sannan a ƙarshe muka kwanta.
10804713	hau	Muna da hujjan ka na musamman da ya nuna baka yi laifin ba.
10804714	hau	Mu ne, ma fi akasari, ke da alhakin cin nasarar dalibai a jarrabawar shiga.
10804717	hau	Muna aiki da rana.
10804718	hau	Mun cancanci zaɓe tun daga shekaru ashirin.
10804721	hau	Mun rera wakoki cikin waƙa.
10804724	hau	Mun yi iyakar kokarinmu amma mun fadi.
10804727	hau	Har yanzu muna tantama kan shi ne ainihin me kisan.
10804728	hau	Mun zauna kan benci a wajen hutawa.
10804729	hau	Dole ne mu kawo hanyoyin koyar da mu har zuwa yau.
10804732	hau	Mun kama har na tsawon wata akan Broadway.
10804735	hau	A dole muka bi dokan waje.
10804736	hau	Mun san labarin almara na Robin Hood.
10804739	hau	Dukanmu muna zarginsa da kisan kai.
10804740	hau	An ba mu gatar kamun kifi a wannan gabar ruwa.
10804743	hau	Za mu kammala aikin ko da zai ɗauke mu tsahon ranar yau baki ɗaya.
10804744	hau	Bashin bashinmu ya kai daloli dubu goma.
10804747	hau	An juya mana abubuwan mu.
10804748	hau	Birnin mu yana zaune bisa kuskure.
10804749	hau	Babban burin mu shi ne samar da zaman lafiya a fadin duniya.
10804752	hau	Sabida takaicinmu ƙungiyar mu ta faɗi wasan.
10804753	hau	Wannan sabon samfurin namu babban rashi ne ga kamfanin adawarmu.
10804756	hau	Makarantarmu ta ɗauki sabon tsarin koyarwa.
10804757	hau	Idan aka sami akasin kawo kayan kan lokaci, muna da Inshora ta musamman kan hakan.
10804760	hau	An shirya sanarwa ranar Talata don yin kira da a biya $54 biliyan na haraji.
10804763	hau	Kana son 'ya'yan itatuwa?
10804766	hau	Kimiyya su kasa saukaka rikici tsakanin dan adam da halittu.
10804769	hau	Kimiyya dogara bisa irin kulawar da samu.
10804772	hau	Mata da yawa suna kula da gida kuma su fita aiki.
10804773	hau	Yanayin mai daɗi lokacin da na fita daga gida.
10804774	hau	Bari na nuna maka a kusa da gidan mu.
10804775	hau	Abin gashi a gidana baya aiki yadda ya kamata a a yau.
10804776	hau	Zamu tafi gida.
10804779	hau	Ina son zuwa gonarsa lokacin hutun bazara.
10804782	hau	Lokacin bazara, kwai na saurin lalacewa.
10804785	hau	Me kuke tunani game da shi?
10804786	hau	Zan iya taimakonki malama?
10804789	hau	Saboda wasu matsalolin na'ura, an nuna fim a madadin shirin da aka sanar.
10804790	hau	Ba a buƙatar sauri.
10804791	hau	Komai yana nuna laifinsa.
10804792	hau	Saboda me kuke son kwafi shida na littafi daya ɗaya?
10804793	hau	Wannan shawara ta yi!
10804794	hau	Ka samawa kanka duk abinda kake son ci.
10804795	hau	Sabida shagon ya yi ƙanƙanta, ya kamata ya maƙala malafa da yawa, daga ma'adanar kuɗi zuwa wajen ma'aji.
10804798	hau	Shin ko akwai wani sabon labari?
10804799	hau	Ina son wani abin da zan rubuta.
10804802	hau	Shin ko za ki bani wani abu da zan sha?
10804803	hau	Shin kana buga wasa ko wanne iri?
10804804	hau	Na wani abu ya taɓa min ƙafa.
10804805	hau	Basirar kiɗa na bunƙasa idan aka sami horon da ya dace.
10804806	hau	Ni yaro ne da zai iya kuskure.
10807116	hau	Mahaifina ya ce a'a.
10807119	hau	Tare da duka mai rauni, yana ci gaba da zub da jini.
10807120	hau	Gidan da zaka iya ganin rufin gidan Mr Baker ne.
10807121	hau	Sarkin zai bayyana gobe da maraice da kansa.
10807122	hau	Ɗan sarkin ya zama kwaɗo bayan an tsaface shi.
10807125	hau	Sarkin ya shahara a fadarsa mai matuƙar burgewa.
10807128	hau	An gina fadar akan tsauni.
10807131	hau	Ka gaida min da matarka.
10807132	hau	Zan iya ɗaukar yanayin girmanku, madam?
10807135	hau	Bayan matarsa ta gudu, Harold ya shiga halin ɗimuwa.
10807138	hau	Lokacin da matarsa ta mutu, ya sami wasiƙun ta'aziyya masu yawa.
10807139	hau	Maimakon Jones ya yi ta kame-kame sai ya faɗa kawai.
10807142	hau	An samu taron jama'a a wajen shagalin.
10807143	hau	Tuntuni ina tasha.
10807144	hau	Hadari ya taso kafin na je tasha.
10807148	hau	Elizabeth II ce sarauniyar Ingila.
10807149	hau	Ba kamar Birtaniya ba, Majalisar Dattijai a Amurka zababbiya ce.
10807152	hau	Magana da Turanci yanada wuya.
10807153	hau	Ba wahala koyon Ingilishi.
10807156	hau	Dole ne ku yi nazarin Ingilishi ko wacce rana.
10807157	hau	Ba zai yuwu ba idan har ba a ambaci harshen Ingilishi a matsayin harshen ƙasa da ƙasa ba.
10807158	hau	Nafi son turanci.
10807161	hau	Na so naga ƙarshen fim ɗin, amma dole na bar wajen kallon.
10807164	hau	Rashin motsa jiki na iya cutar da lafiyar ka.
10807167	hau	Idan kana mosta jiki zuciyar ka tana bugawa da sauri.
10807168	hau	Ana maganar ta, sai ga Kathy.
10807169	hau	Ruwan saman ya kai tsahon kwana biyar.
10807170	hau	Gwamma in zauna a gida maimakon shigar ruwan sama.
10807171	hau	Saboda ruwan sama, jama'a da suka zo wajen shagali kadan ne.
10807172	hau	Dama ruwan samar zai tsaya.
10807173	hau	Sararin samaniya bai da iyaka.
10807176	hau	Idan ka kalli hannun dama, za ka gan farin bene.
10807177	hau	Yin tuƙi cikin maye na da hatsari.
10807178	hau	Na sha giya sosai, har ya zamo ina ganin ƙasa na juyawa da ni.
10807182	hau	Na manta ban rufe durowa ba.
10807183	hau	Ba amfani dakatar da ni da ki ke yi.
10807184	hau	Bikin anayin shi ne na girbin shinkafa.
10807187	hau	Taku ɗaya zai sanya ki faɗo daga saman tsaunin.
10807190	hau	Penny mai hankali, wawa marasa hankali.
10807191	hau	Ina ne mafi kusa sashen adana ɗakin ajiya?
10807194	hau	Naayi kishi sosai a lokacin da kanwa ta mafi karama ta samu babban matsayi a duniya.
10807195	hau	Galibin masu magana da Jafananci na da ladabi.
10807198	hau	Gabaɗaya, sadarwa tsakanin likitoci da marassa lafiya shine mafi mahimmancin ɓangaren magani.
10807199	hau	Babu wanda zai iya tantance adadin kuɗin da muke ɓatarwa a cikin shekara ɗaya.
10807200	hau	Ba da jimawa ba mun gama aiki kan wannan mawuyacin halin da shugaban kasa ya aiko mana kuma wani kai tsaye daga sama.
10807203	hau	Ba mamaki ya cinye kyautar farko.
10807204	hau	Kada ka gwada yin aiki biyu a lokaci ɗaya.
10807205	hau	Ka dawo mana da guda ɗaya ɗauke da sanya hannunka.
10807208	hau	Ya gaya min, 'Ka yi karatu yadda ya kamata, ko kuma ka fadi jarabawar.'
10807211	hau	Idan bakuyi karatu da wahala ba, zaku ci gaba da samun maki mara kyau.
10807214	hau	Idan ya dage zai samu nasara.
10807215	hau	Ina ganin harkaina ne inyi karatun ta natsu.
10807216	hau	Murderaya daga cikin kisan kai yana sa ɗan gari, miliyoyi gwarzo ne.
10807219	hau	Ga kowane mutum akwai dubanni.
10807220	hau	Maimakon na je da kaina, sai na tura dan aike.
10807223	hau	Na ganta awa ɗaya da ta shige.
10807224	hau	Zai iso gidanki cikin awa ɗaya.
10807225	hau	Ga wani mutum wanda mahaifinsa ya zaba a matsayin dansa daya tilo da za'a koya masa sirrin wannan wasan tsere, bashi da kwarewa wajen buga wasan.
10807226	hau	Yawan takardun da aka samar a ƙasar yana da alaƙa da yanayin al'adar su.
10807229	hau	Kamar shi mutum ne mai tausayi da jin ƙai, a ganin da muka fara yi masa.
10807230	hau	Muna samun dusar ƙanƙara a watan Janairu.
10807231	hau	Na je Kudancin fasifik don samin sha'awar soyayya.
10807234	hau	Wanda ya tsaya a kwarin ba zai taba hawa tsaunin ba.
10807235	hau	Likitan ya warkar da cutar kansa.
10807236	hau	Likitan ya ce ya huta.
10807237	hau	Likitan yana cikin farin gown kan shuɗɗen kwat.
10807238	hau	Idan da ace likita ya zo da wuri.
10807239	hau	Masana kimiyyar lafiya sun sami matuƙar ci gaba.
10807242	hau	Duk da banbancin su a abubuwa daban-daban, Joan da Ann suna abonkantaka.
10807243	hau	Yana da wahala a tsayar da buhun da ba komai a cikinsa.
10807246	hau	Ciki shine daya daga cikin kayan ciki.
10807249	hau	Ban gano ma'anar ba.
10807250	hau	Yakamata kwamiti ya yi amfani da abin da aka mai da hankali ga matsalar da ta fi dacewa.
10807251	hau	A zamanin da ana ganin duniya a shimfide yake.
10807252	hau	Ina jin kamar na taɓa ganin ta da.
10807253	hau	Bayanai nan da za a tattauna akai an tattara a wayannan hanyan.
10807255	hau	Yanayin ƙanƙantar jikin, yanayin irin wahalar da mutum zai sha daga radiation.
10807258	hau	Muguwar mayyar ta yi masa asirin da zai zama abin kyama.
10807259	hau	Kar a taɓa yin tarayya da abokan zama na mugunta.
10807260	hau	Gaisuwa na ɗaya daga cikin kyawawan halaye.
10807263	hau	Huh? Oh, yi hakuri.
10807264	hau	Ba har sai mun rasa lafiyarmu ba ne muke sanin alherinsa.
10807267	hau	Mun dawo gidannan watan from ya wuce. Za mu shirya nan gaba kadan.
10807268	hau	Mun yi gumi a cikin zafi.
10807271	hau	Mun tsinci kanmu cikin tabarbarewar wayewar kanmu.
10807272	hau	Ba za mu iya sanin abubuwa da yawa game da yaren da muke magana kowace rana ba a rayuwarmu.
10807273	hau	Ba ni ne Almasihu ba, amma an aiko ni gabansa.
10807276	hau	Na gayyacesu zuwa gwangwaje wa.
10807277	hau	Idan zamu kwanta, muna cewa "sai da safe".
10807278	hau	Mun zabi Jeffrey kyaftin na kungiyarmu.
10807281	hau	Muna magana da abin da muka sani, muna kuma bayar da shaidar abin da muka gani; amma ku ba ku karɓi shaidarmu ba.
10807282	hau	Dukkan mun san cewa Bob yana ɓata lokacin shi da bin Marge, saboda ta riga tayi alkawari da wani da take so.
10807283	hau	Mikiya ce sarkin tsuntsaye.
10807284	hau	Ƙasarmu na da wadatattun kayan albarkatun ruwa.
10807285	hau	Gaskiya laifuka na ƙaruwa a wurare da yawa a birnin mu.
10807288	hau	Ban sani ba. Ya faru ne kamar ƙiftawar ido.
10807289	hau	Sojojinmu sun kai hari kan masarautar.
10807290	hau	A cikin jirgin karkashin kasa na London akwai gargadi don "kula da rata" lokacin shiga jirgi.
10807293	hau	A London, 'yan sanda koyaushe suna cikin damuwa don gano bam a kan jirgin kasa ko jirgin karkashin kasa.
10807296	hau	Da isowarsa Landan, sai ya aiko min da sakon waya.
10807299	hau	Yayin zamansa a Landan, zai je ya ziyarci dan uwan ​​nasa.
10807301	hau	Mrs. Lee, mahaifiyar Susan, a London.
10807304	hau	Wani lokacin nakan waiwaya baya kan kyawawan ranakun da na kasance a Landan.
10807305	hau	Robert yana zuwa gaishe ni lokaci zuwa lokaci.
10807306	hau	Robert shi ne na biyar a kwamitin tsaro.
10807309	hau	Roger ya zame a kankarar kuma ya ji rauni a ƙafa.
10807310	hau	Birnin Los Angels shi ne birni na biyu mafi girma a Amurka.
10807313	hau	Rokan yasa tauraron dan Adam na sanarwa yana zagaya.
10807314	hau	Me kake tunani game da wannan matsalar Mr. Roland?
10807315	hau	Lola ta yi rawa tare da Grace.
10807318	hau	Laur na da kulawa sosai game da tufafinta.
10807319	hau	Fatin da aka shiryawa Laura ba tare da ta sani ba, ba daren yau bane, sai gobe.
10807322	hau	Rose tana hura kumfa.
10807323	hau	Gasashen kaza shine ɗaya daga cikin abincin da na fi so.
10807324	hau	Rosie ta sami izinin zama har zuwa ƙarfe goma sha ɗaya.
10807325	hau	Roy na cikin farin ciki yayinda buduwarsa ta kira shi.
10807328	hau	Idan kin zuba lemon tsami, zai yi tsami.
10807329	hau	Lemun tsami wani ya'yan itace mai tsami.
10807330	hau	Rex wani dodo ne a karnuka.
10807331	hau	Leo za ka maye gurbinsa?
10807334	hau	Gasar ta kasance kammala hoto.
10807335	hau	Dokin da ya yi nasara a tseren na Mr. Johnson ne.
10807338	hau	Jami'in ya yanke hukuncin zuwa ceto ma'aikacin jirgin ruwan.
10807341	hau	An ba da labarin keke mai hawa akan Louie.
10807344	hau	Gyara ɗakin ka, Louie.
10807345	hau	Muna alakanta sunan Lincoln da 'yanci.
10807346	hau	Sauran ʻyan matan na kishi da Lily saboda ita kyakkyawa ce sosai.
10807349	hau	A ina zan iya samun bas masu yawon gari?
10807350	hau	A wani ɓangaren kuma, kawun wawan na zaune a ɗakin hutawa.
10807353	hau	Rick da Carol sun ɓata watanni biyu da suka gabata, amma har yanzu yana riƙe mata fitila.
10807354	hau	Richard ya ce mahaifiyarsa ba ta da lafiya, kuma karya ne.
10807357	hau	Liz ta mutu shekaru takwas da suka gabata.
10807360	hau	Na ji dadin yin fare a Las Begas.
10807361	hau	Yanzu an saba da sadarwa ta talabijin da rediyo.
10807362	hau	Na duba ko ina da ina amma banga makunnin wuta na ba.
10807363	hau	Zaki shine sarkin dabbobi.
10807364	hau	Zama zalla she ne abincin Zakuna.
10807365	hau	Zaki shi ne sarkin namun dawa.
10807368	hau	Kamar yadda Zaki sarkin namun dawa, haka Mikiya yake sarkin tsuntsaye.
10807369	hau	Don me zai yi ƙorafi?
10807370	hau	Ina son ganinku kafin in tashi zuwa Turai.
10807371	hau	An bada rahoto cewa yanzu Europe ba ta da wani sabon labarin wannan cutan.
10807374	hau	Ya, mutumi na!
10807377	hau	Ina maku barka da sabon shekara.
10807378	hau	Dalili kenan da kashi 50 na tsoka na iya bayar da damar yin kitse.
10807381	hau	Wani abin al'ajabi ya faru a daren jiya.
10807382	hau	Ina jin zan auri mace.
10807383	hau	Bada jimawa ba, mugun iskan arewa zai fara busawa.
10807386	hau	Na daɗe ban ganka ba, Bill.
10807387	hau	Molly na da katon agogo.
10807390	hau	Da na rubuta wasiƙa mafi tsayi idan na sami ƙarin lokaci.
10807391	hau	Zan yi ajiyar kuɗi.
